| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
| 11923 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E5E | .... .. ... . |
| 11924 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E63 | .... .. ... . |
| 11925 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E68 | .... .. ... . |
| 11926 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E6D | .... .. ... . |
| 11927 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E72 | .... .. ... . |
| 11928 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E77 | .... .. ... . |
| 11929 | ....  ... ..  .. .... ... | 0997 (- 0008) .. .... ... | 079B (- 0008) .. .... E7C | .... .. ... . |
| 11930 | ....  ... ..  .. .... ... | 098F (- 0008) .. .... ... | 0793 (- 0008) .. .... E81 | .... .. ... . |
| 11931 | ....  ... ..  .. .... ... | 0987 (- 0008) .. .... ... | 078B (- 0008) .. .... E86 | .... .. ... . |
| 11932 | ....  ... ..  .. .... ... | 097F (C#3 A5) .. .... ... | 0783 (A-2 A1) .. .... E8B | .... .. ... . |
| 11933 | ....  ... ..  .. .... ... | 0977 (- 0008) .. .... ... | 077B (- 0008) .. .... E90 | .... .. ... . |
| 11934 | ....  ... ..  .. .... ... | 096F (- 0008) .. .... ... | 0773 (- 0008) .. .... E95 | .... .. ... . |
| 11935 | ....  ... ..  .. .... ... | 0967 (- 0008) .. .... ... | 076B (- 0008) .. .... E9A | .... .. ... . |
| 11936 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... E9F | .... .. ... . |
| 11937 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EA4 | .... .. ... . |
| 11938 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... EA9 | .... .. ... . |
| 11939 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EAE | .... .. ... . |
| 11940 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EB3 | .... .. ... . |
| 11941 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EB8 | .... .. ... . |
| 11942 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EBD | .... .. ... . |
| 11943 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EC2 | .... .. ... . |
| 11944 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... EC7 | .... .. ... . |
| 11945 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ECC | .... .. ... . |
| 11946 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ED1 | .... .. ... . |
| 11947 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ED6 | .... .. ... . |
| 11948 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EDB | .... .. ... . |
| 11949 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EE0 | .... .. ... . |
| 11950 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EE5 | .... .. ... . |
| 11951 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EEA | .... .. ... . |
| 11952 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... EEF | .... .. ... . |
| 11953 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EF4 | .... .. ... . |
| 11954 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... EF9 | .... .. ... . |
| 11955 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... EFE | .... .. ... . |
| 11956 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... E03 | .... .. ... . |
| 11957 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F08 | .... .. ... . |
| 11958 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F0D | .... .. ... . |
| 11959 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F12 | .... .. ... . |
| 11960 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... F17 | .... .. ... . |
| 11961 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F1C | .... .. ... . |
| 11962 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... F21 | .... .. ... . |
| 11963 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F26 | .... .. ... . |
| 11964 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F2B | .... .. ... . |
| 11965 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F30 | .... .. ... . |
| 11966 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F35 | .... .. ... . |
| 11967 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F3A | .... .. ... . |
| 11968 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F3F | .... .. ... . |
| 11969 | ....  ... ..  .. .... ... | 0997 (- 0008) .. .... ... | 079B (- 0008) .. .... F44 | .... .. ... . |
| 11970 | ....  ... ..  .. .... ... | 098F (- 0008) .. .... ... | 0793 (- 0008) .. .... F49 | .... .. ... . |
| 11971 | ....  ... ..  .. .... ... | 0987 (- 0008) .. .... ... | 078B (- 0008) .. .... F4E | .... .. ... . |
| 11972 | ....  ... ..  .. .... ... | 097F (C#3 A5) .. .... ... | 0783 (A-2 A1) .. .... F53 | .... .. ... . |
| 11973 | ....  ... ..  .. .... ... | 0977 (- 0008) .. .... ... | 077B (- 0008) .. .... F58 | .... .. ... . |
| 11974 | ....  ... ..  .. .... ... | 096F (- 0008) .. .... ... | 0773 (- 0008) .. .... F5D | .... .. ... . |
| 11975 | ....  ... ..  .. .... ... | 0967 (- 0008) .. .... ... | 076B (- 0008) .. .... F62 | .... .. ... . |
| 11976 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... F67 | .... .. ... . |
| 11977 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F6C | .... .. ... . |
| 11978 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... F71 | .... .. ... . |
| 11979 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F76 | .... .. ... . |
| 11980 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F7B | .... .. ... . |
| 11981 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F80 | .... .. ... . |
| 11982 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F85 | .... .. ... . |
| 11983 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F8A | .... .. ... . |
| 11984 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F8F | .... .. ... . |
| 11985 | ....  ... ..  .. .... ... | 0997 (- 0008) .. .... ... | 079B (- 0008) .. .... F94 | .... .. ... . |
| 11986 | ....  ... ..  .. .... ... | 098F (- 0008) .. .... ... | 0793 (- 0008) .. .... F99 | .... .. ... . |
| 11987 | ....  ... ..  .. .... ... | 0987 (- 0008) .. .... ... | 078B (- 0008) .. .... F9E | .... .. ... . |
| 11988 | ....  ... ..  .. .... ... | 097F (C#3 A5) .. .... ... | 0783 (A-2 A1) .. .... FA3 | .... .. ... . |
| 11989 | ....  ... ..  .. .... ... | 0977 (- 0008) .. .... ... | 077B (- 0008) .. .... FA8 | .... .. ... . |
| 11990 | ....  ... ..  .. .... ... | 096F (- 0008) .. .... ... | 0773 (- 0008) .. .... FAD | .... .. ... . |
| 11991 | ....  ... ..  .. .... ... | 0967 (- 0008) .. .... ... | 076B (- 0008) .. .... FB2 | .... .. ... . |
| 11992 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... FB7 | .... .. ... . |
| 11993 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FBC | .... .. ... . |
| 11994 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... FC1 | .... .. ... . |
| 11995 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FC6 | .... .. ... . |
| 11996 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FCB | .... .. ... . |
| 11997 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FD0 | .... .. ... . |
| 11998 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FD5 | .... .. ... . |
| 11999 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FDA | .... .. ... . |
| 12000 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... FDF | .... .. ... . |
| 12001 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FE4 | .... .. ... . |
| 12002 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... FE9 | .... .. ... . |
| 12003 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FEE | .... .. ... . |
| 12004 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FF3 | .... .. ... . |
| 12005 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FF8 | .... .. ... . |
| 12006 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... FFD | .... .. ... . |
| 12007 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... F02 | .... .. ... . |
| 12008 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... 007 | .... .. ... . |
| 12009 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 00C | .... .. ... . |
| 12010 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 011 | .... .. ... . |
| 12011 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 016 | .... .. ... . |
| 12012 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 01B | .... .. ... . |
| 12013 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 020 | .... .. ... . |
| 12014 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 025 | .... .. ... . |
| 12015 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 02A | .... .. ... . |
| 12016 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... 02F | .... .. ... . |
| 12017 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 034 | .... .. ... . |
| 12018 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 039 | .... .. ... . |
| 12019 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 03E | .... .. ... . |
| 12020 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 043 | .... .. ... . |
| 12021 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 048 | .... .. ... . |
| 12022 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 04D | .... .. ... . |
| 12023 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 052 | .... .. ... . |
| 12024 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... 057 | .... .. ... . |
| 12025 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 05C | .... .. ... . |
| 12026 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 061 | .... .. ... . |
| 12027 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 066 | .... .. ... . |
| 12028 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 06B | .... .. ... . |
| 12029 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 070 | .... .. ... . |
| 12030 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 075 | .... .. ... . |
| 12031 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 07A | .... .. ... . |
| 12032 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 0A3C  D#3 A7  21 .... 07F | .... .. ... . |
| 12033 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 084 | .... .. ... . |
| 12034 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 089 | .... .. ... . |
| 12035 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 08E | .... .. ... . |
| 12036 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 0A3C  D#3 A7  21 .... 093 | .... .. ... . |
| 12037 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 098 | .... .. ... . |
| 12038 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 09D | .... .. ... . |
| 12039 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0A2 | .... .. ... . |
| 12040 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 0A3C  D#3 A7  21 .... 0A7 | .... .. ... . |
| 12041 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0AC | .... .. ... . |
| 12042 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 0B1 | .... .. ... . |
| 12043 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0B6 | .... .. ... . |
| 12044 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 0A3C  D#3 A7  21 .... 0BB | .... .. ... . |
| 12045 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0C0 | .... .. ... . |
| 12046 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 0C5 | .... .. ... . |
| 12047 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0CA | .... .. ... . |
| 12048 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 0A3C  D#3 A7  21 .... 0CF | .... .. ... . |
| 12049 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0D4 | .... .. ... . |
| 12050 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 0D9 | .... .. ... . |
| 12051 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0DE | .... .. ... . |
| 12052 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0E3 | .... .. ... . |
| 12053 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0E8 | .... .. ... . |
| 12054 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0ED | .... .. ... . |
| 12055 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0F2 | .... .. ... . |
| 12056 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 0F7 | .... .. ... . |
| 12057 | ....  ... ..  .. .... ... | 0CD0 (- 0008) .. .... ... | 0A34 (- 0008) .. .... 0FC | .... .. ... . |
| 12058 | ....  ... ..  .. .... ... | 0CC8 (- 0008) .. .... ... | 0A2C (- 0008) .. .... 001 | .... .. ... . |
| 12059 | ....  ... ..  .. .... ... | 0CC0 (- 0008) .. .... ... | 0A24 (- 0008) .. .... 106 | .... .. ... . |
| 12060 | ....  ... ..  .. .... ... | 0CB8 (- 0008) .. .... ... | 0A1C (- 0008) .. .... 10B | .... .. ... . |
| 12061 | ....  ... ..  .. .... ... | 0CB0 (- 0008) .. .... ... | 0A14 (- 0008) .. .... 110 | .... .. ... . |
| 12062 | ....  ... ..  .. .... ... | 0CA8 (F#3 AA) .. .... ... | 0A0C (D-3 A6) .. .... 115 | .... .. ... . |
| 12063 | ....  ... ..  .. .... ... | 0CA0 (- 0008) .. .... ... | 0A04 (- 0008) .. .... 11A | .... .. ... . |
| 12064 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 0A3C  D#3 A7  21 .... 11F | .... .. ... . |
| 12065 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 124 | .... .. ... . |
| 12066 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 129 | .... .. ... . |
| 12067 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 12E | .... .. ... . |
| 12068 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 133 | .... .. ... . |
| 12069 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 138 | .... .. ... . |
| 12070 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 13D | .... .. ... . |
| 12071 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 142 | .... .. ... . |
| 12072 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 0A3C  D#3 A7  21 .... 147 | .... .. ... . |
| 12073 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 14C | .... .. ... . |
| 12074 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 151 | .... .. ... . |
| 12075 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 156 | .... .. ... . |
| 12076 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 15B | .... .. ... . |
| 12077 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 160 | .... .. ... . |
| 12078 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 165 | .... .. ... . |
| 12079 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 16A | .... .. ... . |
| 12080 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 0A3C  D#3 A7  21 .... 16F | .... .. ... . |
| 12081 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 174 | .... .. ... . |
| 12082 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 179 | .... .. ... . |
| 12083 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 17E | .... .. ... . |
| 12084 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 183 | .... .. ... . |
| 12085 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 188 | .... .. ... . |
| 12086 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 18D | .... .. ... . |
| 12087 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 192 | .... .. ... . |
| 12088 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 0A3C  D#3 A7  21 .... 197 | .... .. ... . |
| 12089 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 19C | .... .. ... . |
| 12090 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 1A1 | .... .. ... . |
| 12091 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1A6 | .... .. ... . |
| 12092 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1AB | .... .. ... . |
| 12093 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1B0 | .... .. ... . |
| 12094 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1B5 | .... .. ... . |
| 12095 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1BA | .... .. ... . |
| 12096 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1BF | .... .. ... . |
| 12097 | ....  ... ..  .. .... ... | 0CD0 (- 0008) .. .... ... | 0A34 (- 0008) .. .... 1C4 | .... .. ... . |
| 12098 | ....  ... ..  .. .... ... | 0CC8 (- 0008) .. .... ... | 0A2C (- 0008) .. .... 1C9 | .... .. ... . |
| 12099 | ....  ... ..  .. .... ... | 0CC0 (- 0008) .. .... ... | 0A24 (- 0008) .. .... 1CE | .... .. ... . |
| 12100 | ....  ... ..  .. .... ... | 0CB8 (- 0008) .. .... ... | 0A1C (- 0008) .. .... 1D3 | .... .. ... . |
| 12101 | ....  ... ..  .. .... ... | 0CB0 (- 0008) .. .... ... | 0A14 (- 0008) .. .... 1D8 | .... .. ... . |
| 12102 | ....  ... ..  .. .... ... | 0CA8 (F#3 AA) .. .... ... | 0A0C (D-3 A6) .. .... 1DD | .... .. ... . |
| 12103 | ....  ... ..  .. .... ... | 0CA0 (- 0008) .. .... ... | 0A04 (- 0008) .. .... 1E2 | .... .. ... . |
| 12104 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 0A3C  D#3 A7  21 .... 1E7 | .... .. ... . |
| 12105 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1EC | .... .. ... . |
| 12106 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... 1F1 | .... .. ... . |
| 12107 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1F6 | .... .. ... . |
| 12108 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 1FB | .... .. ... . |
| 12109 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 100 | .... .. ... . |
| 12110 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 205 | .... .. ... . |
| 12111 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 20A | .... .. ... . |
| 12112 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 20F | .... .. ... . |
| 12113 | ....  ... ..  .. .... ... | 0CD0 (- 0008) .. .... ... | 0A34 (- 0008) .. .... 214 | .... .. ... . |
